tender_id,tender_reference,department,organization,state,district,location,procurement_category,tender_title,description,published_date,submission_deadline,opening_date,contract_date,estimated_value,award_value,currency,number_of_bidders,winning_supplier,supplier_id,supplier_name,supplier_address,tender_status,contract_duration,extension_count,extension_days,procurement_method,buyer,source_dataset,source_url
RAJ-RA-2021-01022,REF-RAJ-RA-2021-01022,RAJASTHAN PUBLIC WORKS DEPARTMENT,RAJASTHAN State Government,RAJASTHAN,Central District,"RAJASTHAN, India",Consultancy & Facility Management,Procurement of consultancy & facility management for RAJASTHAN PUBLIC WORKS DEPARTMENT,Official public tender for supply of consultancy & facility management under standard RAJASTHAN state procurement guidelines.,2021-03-31 00:00:00,2021-04-21 00:00:00,2021-04-22 00:00:00,2021-05-06,4964727.57,4368960.26,INR,2,SHARMA ENGINEERING WORKS,ENT-SUP-9473B0CC3C,SHARMA ENGINEERING WORKS,"RAJASTHAN, India",AWARDED,21.0,0,0,OPEN_TENDER,RAJASTHAN PUBLIC WORKS DEPARTMENT,RAJASTHAN,https://eproc.rajasthan.gov.in/
RAJ-RA-2021-01023,REF-RAJ-RA-2021-01023,PUBLIC HEALTH ENGINEERING DEPT RAJASTHAN,RAJASTHAN State Government,RAJASTHAN,Central District,"RAJASTHAN, India",Medical Equipment & Consumables,Procurement of medical equipment & consumables for PUBLIC HEALTH ENGINEERING DEPT RAJASTHAN,Official public tender for supply of medical equipment & consumables under standard RAJASTHAN state procurement guidelines.,2020-05-31 00:00:00,2020-06-04 00:00:00,2020-06-05 00:00:00,2020-06-19,4734138.97,4166042.29,INR,3,TATA PROJECTS LIMITED,ENT-SUP-861D6E7011,TATA PROJECTS LIMITED,"RAJASTHAN, India",AWARDED,4.0,0,0,OPEN_TENDER,PUBLIC HEALTH ENGINEERING DEPT RAJASTHAN,RAJASTHAN,https://eproc.rajasthan.gov.in/
RAJ-RA-2021-01024,REF-RAJ-RA-2021-01024,PUBLIC HEALTH ENGINEERING DEPT RAJASTHAN,RAJASTHAN State Government,RAJASTHAN,Central District,"RAJASTHAN, India",Medical Equipment & Consumables,Procurement of medical equipment & consumables for PUBLIC HEALTH ENGINEERING DEPT RAJASTHAN,Official public tender for supply of medical equipment & consumables under standard RAJASTHAN state procurement guidelines.,2020-10-23 00:00:00,2020-11-06 00:00:00,2020-11-07 00:00:00,2020-11-21,4953462.04,6687173.75,INR,1,ZENITH INFRASTRUCTURE PROJECTS,ENT-SUP-4F350A4CA1,ZENITH INFRASTRUCTURE PROJECTS,"RAJASTHAN, India",AWARDED,14.0,1,0,OPEN_TENDER,PUBLIC HEALTH ENGINEERING DEPT RAJASTHAN,RAJASTHAN,https://eproc.rajasthan.gov.in/
RAJ-RA-2021-01025,REF-RAJ-RA-2021-01025,MEDICAL HEALTH SERVICES JAIPUR,RAJASTHAN State Government,RAJASTHAN,Central District,"RAJASTHAN, India",Electrical & Mechanical,Procurement of electrical & mechanical for MEDICAL HEALTH SERVICES JAIPUR,Official public tender for supply of electrical & mechanical under standard RAJASTHAN state procurement guidelines.,2020-06-21 00:00:00,2020-06-25 00:00:00,2020-06-26 00:00:00,2020-07-10,3001492.61,3061522.46,INR,1,SHREE BALAJI ENTERPRISE,ENT-SUP-CA68E614E4,SHREE BALAJI ENTERPRISE,"RAJASTHAN, India",AWARDED,4.0,0,0,OPEN_TENDER,MEDICAL HEALTH SERVICES JAIPUR,RAJASTHAN,https://eproc.rajasthan.gov.in/
RAJ-RA-2021-01026,REF-RAJ-RA-2021-01026,PUBLIC HEALTH ENGINEERING DEPT RAJASTHAN,RAJASTHAN State Government,RAJASTHAN,Central District,"RAJASTHAN, India",Civil Works & Infrastructure,Procurement of civil works & infrastructure for PUBLIC HEALTH ENGINEERING DEPT RAJASTHAN,Official public tender for supply of civil works & infrastructure under standard RAJASTHAN state procurement guidelines.,2021-01-09 00:00:00,2021-02-08 00:00:00,2021-02-09 00:00:00,2021-02-23,4506349.3,4596476.28,INR,1,VANGUARD POWER SERVICES,ENT-SUP-FBE5090586,VANGUARD POWER SERVICES,"RAJASTHAN, India",AWARDED,30.0,0,0,OPEN_TENDER,PUBLIC HEALTH ENGINEERING DEPT RAJASTHAN,RAJASTHAN,https://eproc.rajasthan.gov.in/
RAJ-RA-2021-01027,REF-RAJ-RA-2021-01027,JAIPUR DEVELOPMENT AUTHORITY,RAJASTHAN State Government,RAJASTHAN,Central District,"RAJASTHAN, India",Medical Equipment & Consumables,Procurement of medical equipment & consumables for JAIPUR DEVELOPMENT AUTHORITY,Official public tender for supply of medical equipment & consumables under standard RAJASTHAN state procurement guidelines.,2020-12-11 00:00:00,2021-01-10 00:00:00,2021-01-11 00:00:00,2021-01-25,9807637.12,13240310.11,INR,4,NCC LIMITED INFRASTRUCTURE,ENT-SUP-0DFD916C8B,NCC LIMITED INFRASTRUCTURE,"RAJASTHAN, India",AWARDED,30.0,1,0,OPEN_TENDER,JAIPUR DEVELOPMENT AUTHORITY,RAJASTHAN,https://eproc.rajasthan.gov.in/
RAJ-RA-2021-01028,REF-RAJ-RA-2021-01028,RAJASTHAN PUBLIC WORKS DEPARTMENT,RAJASTHAN State Government,RAJASTHAN,Central District,"RAJASTHAN, India",Consultancy & Facility Management,Procurement of consultancy & facility management for RAJASTHAN PUBLIC WORKS DEPARTMENT,Official public tender for supply of consultancy & facility management under standard RAJASTHAN state procurement guidelines.,2021-09-13 00:00:00,2021-09-27 00:00:00,2021-09-28 00:00:00,2021-10-12,11674000.93,11907480.95,INR,3,SHARMA ENGINEERING WORKS,ENT-SUP-9473B0CC3C,SHARMA ENGINEERING WORKS,"RAJASTHAN, India",AWARDED,14.0,0,0,OPEN_TENDER,RAJASTHAN PUBLIC WORKS DEPARTMENT,RAJASTHAN,https://eproc.rajasthan.gov.in/
RAJ-RA-2021-01029,REF-RAJ-RA-2021-01029,RAJASTHAN PUBLIC WORKS DEPARTMENT,RAJASTHAN State Government,RAJASTHAN,Central District,"RAJASTHAN, India",Information Technology & Software,Procurement of information technology & software for RAJASTHAN PUBLIC WORKS DEPARTMENT,Official public tender for supply of information technology & software under standard RAJASTHAN state procurement guidelines.,2019-09-29 00:00:00,2019-10-13 00:00:00,2019-10-14 00:00:00,2019-10-28,4914058.67,4324371.63,INR,2,GUPTA AND SONS CONTRACTOR,ENT-SUP-7A3AE215B9,GUPTA AND SONS CONTRACTOR,"RAJASTHAN, India",AWARDED,14.0,0,0,OPEN_TENDER,RAJASTHAN PUBLIC WORKS DEPARTMENT,RAJASTHAN,https://eproc.rajasthan.gov.in/
RAJ-RA-2021-01030,REF-RAJ-RA-2021-01030,JAIPUR DEVELOPMENT AUTHORITY,RAJASTHAN State Government,RAJASTHAN,Central District,"RAJASTHAN, India",Information Technology & Software,Procurement of information technology & software for JAIPUR DEVELOPMENT AUTHORITY,Official public tender for supply of information technology & software under standard RAJASTHAN state procurement guidelines.,2019-02-11 00:00:00,2019-02-25 00:00:00,2019-02-26 00:00:00,2019-03-12,859241.4,876426.23,INR,2,SHARMA ENGINEERING WORKS,ENT-SUP-9473B0CC3C,SHARMA ENGINEERING WORKS,"RAJASTHAN, India",AWARDED,14.0,0,0,OPEN_TENDER,JAIPUR DEVELOPMENT AUTHORITY,RAJASTHAN,https://eproc.rajasthan.gov.in/
RAJ-RA-2021-01031,REF-RAJ-RA-2021-01031,RAJASTHAN PUBLIC WORKS DEPARTMENT,RAJASTHAN State Government,RAJASTHAN,Central District,"RAJASTHAN, India",Information Technology & Software,Procurement of information technology & software for RAJASTHAN PUBLIC WORKS DEPARTMENT,Official public tender for supply of information technology & software under standard RAJASTHAN state procurement guidelines.,2021-06-28 00:00:00,2021-07-02 00:00:00,2021-07-03 00:00:00,2021-07-17,5851753.66,7899867.44,INR,1,KNR CONSTRUCTION,ENT-SUP-6A86A67807,KNR CONSTRUCTION,"RAJASTHAN, India",AWARDED,4.0,0,0,OPEN_TENDER,RAJASTHAN PUBLIC WORKS DEPARTMENT,RAJASTHAN,https://eproc.rajasthan.gov.in/
RAJ-RA-2021-01032,REF-RAJ-RA-2021-01032,MEDICAL HEALTH SERVICES JAIPUR,RAJASTHAN State Government,RAJASTHAN,Central District,"RAJASTHAN, India",Medical Equipment & Consumables,Procurement of medical equipment & consumables for MEDICAL HEALTH SERVICES JAIPUR,Official public tender for supply of medical equipment & consumables under standard RAJASTHAN state procurement guidelines.,2020-04-13 00:00:00,2020-05-13 00:00:00,2020-05-14 00:00:00,2020-05-28,4910700.53,4665165.5,INR,1,PNC INFRATECH LIMITED,ENT-SUP-4B3E89D111,PNC INFRATECH LIMITED,"RAJASTHAN, India",AWARDED,30.0,2,0,OPEN_TENDER,MEDICAL HEALTH SERVICES JAIPUR,RAJASTHAN,https://eproc.rajasthan.gov.in/
RAJ-RA-2021-01033,REF-RAJ-RA-2021-01033,PUBLIC HEALTH ENGINEERING DEPT RAJASTHAN,RAJASTHAN State Government,RAJASTHAN,Central District,"RAJASTHAN, India",Medical Equipment & Consumables,Procurement of medical equipment & consumables for PUBLIC HEALTH ENGINEERING DEPT RAJASTHAN,Official public tender for supply of medical equipment & consumables under standard RAJASTHAN state procurement guidelines.,2019-06-28 00:00:00,2019-07-28 00:00:00,2019-07-29 00:00:00,2019-08-12,4900586.81,4655557.47,INR,4,NCC LIMITED INFRASTRUCTURE,ENT-SUP-0DFD916C8B,NCC LIMITED INFRASTRUCTURE,"RAJASTHAN, India",AWARDED,30.0,0,0,OPEN_TENDER,PUBLIC HEALTH ENGINEERING DEPT RAJASTHAN,RAJASTHAN,https://eproc.rajasthan.gov.in/
RAJ-RA-2021-01034,REF-RAJ-RA-2021-01034,MEDICAL HEALTH SERVICES JAIPUR,RAJASTHAN State Government,RAJASTHAN,Central District,"RAJASTHAN, India",Civil Works & Infrastructure,Procurement of civil works & infrastructure for MEDICAL HEALTH SERVICES JAIPUR,Official public tender for supply of civil works & infrastructure under standard RAJASTHAN state procurement guidelines.,2019-07-06 00:00:00,2019-07-10 00:00:00,2019-07-11 00:00:00,2019-07-25,4930545.27,5670127.06,INR,1,LARSEN AND TOUBRO CONSTRUCTION,ENT-SUP-6C6BEB7D6E,LARSEN AND TOUBRO CONSTRUCTION,"RAJASTHAN, India",AWARDED,4.0,0,0,OPEN_TENDER,MEDICAL HEALTH SERVICES JAIPUR,RAJASTHAN,https://eproc.rajasthan.gov.in/
RAJ-RA-2021-01035,REF-RAJ-RA-2021-01035,JAIPUR DEVELOPMENT AUTHORITY,RAJASTHAN State Government,RAJASTHAN,Central District,"RAJASTHAN, India",Civil Works & Infrastructure,Procurement of civil works & infrastructure for JAIPUR DEVELOPMENT AUTHORITY,Official public tender for supply of civil works & infrastructure under standard RAJASTHAN state procurement guidelines.,2021-07-30 00:00:00,2021-08-03 00:00:00,2021-08-04 00:00:00,2021-08-18,17985309.67,20683106.12,INR,4,BHARAT DIAGNOSTIC SYSTEMS,ENT-SUP-C6B6FCD7BC,BHARAT DIAGNOSTIC SYSTEMS,"RAJASTHAN, India",AWARDED,4.0,0,0,OPEN_TENDER,JAIPUR DEVELOPMENT AUTHORITY,RAJASTHAN,https://eproc.rajasthan.gov.in/
