tender_id,tender_reference,department,organization,state,district,location,procurement_category,tender_title,description,published_date,submission_deadline,opening_date,contract_date,estimated_value,award_value,currency,number_of_bidders,winning_supplier,supplier_id,supplier_name,supplier_address,tender_status,contract_duration,extension_count,extension_days,procurement_method,buyer,source_dataset,source_url
KAR-KA-2021-01011,REF-KAR-KA-2021-01011,BANGALORE METRO RAIL CORP,KARNATAKA State Government,KARNATAKA,Central District,"KARNATAKA, India",Electrical & Mechanical,Procurement of electrical & mechanical for BANGALORE METRO RAIL CORP,Official public tender for supply of electrical & mechanical under standard KARNATAKA state procurement guidelines.,2021-03-08 00:00:00,2021-03-22 00:00:00,2021-03-23 00:00:00,2021-04-06,4900208.98,4312183.9,INR,4,SHARMA ENGINEERING WORKS,ENT-SUP-9473B0CC3C,SHARMA ENGINEERING WORKS,"KARNATAKA, India",AWARDED,14.0,0,0,OPEN_TENDER,BANGALORE METRO RAIL CORP,KARNATAKA,https://kppp.karnataka.gov.in/
KAR-KA-2021-01012,REF-KAR-KA-2021-01012,KARNATAKA PUBLIC WORKS PORTS INLAND WATER,KARNATAKA State Government,KARNATAKA,Central District,"KARNATAKA, India",Information Technology & Software,Procurement of information technology & software for KARNATAKA PUBLIC WORKS PORTS INLAND WATER,Official public tender for supply of information technology & software under standard KARNATAKA state procurement guidelines.,2019-11-10 00:00:00,2019-12-10 00:00:00,2019-12-11 00:00:00,2019-12-25,19971845.24,17575223.81,INR,4,TATA PROJECTS LIMITED,ENT-SUP-861D6E7011,TATA PROJECTS LIMITED,"KARNATAKA, India",AWARDED,30.0,0,0,OPEN_TENDER,KARNATAKA PUBLIC WORKS PORTS INLAND WATER,KARNATAKA,https://kppp.karnataka.gov.in/
KAR-KA-2021-01013,REF-KAR-KA-2021-01013,KARNATAKA RURAL INFRASTRUCTURE,KARNATAKA State Government,KARNATAKA,Central District,"KARNATAKA, India",Consultancy & Facility Management,Procurement of consultancy & facility management for KARNATAKA RURAL INFRASTRUCTURE,Official public tender for supply of consultancy & facility management under standard KARNATAKA state procurement guidelines.,2019-07-27 00:00:00,2019-08-26 00:00:00,2019-08-27 00:00:00,2019-09-10,24918542.64,28656324.04,INR,3,APEX MEDITECH SOLUTIONS,ENT-SUP-A750489DC1,APEX MEDITECH SOLUTIONS,"KARNATAKA, India",AWARDED,30.0,1,0,OPEN_TENDER,KARNATAKA RURAL INFRASTRUCTURE,KARNATAKA,https://kppp.karnataka.gov.in/
KAR-KA-2021-01014,REF-KAR-KA-2021-01014,KARNATAKA RURAL INFRASTRUCTURE,KARNATAKA State Government,KARNATAKA,Central District,"KARNATAKA, India",Information Technology & Software,Procurement of information technology & software for KARNATAKA RURAL INFRASTRUCTURE,Official public tender for supply of information technology & software under standard KARNATAKA state procurement guidelines.,2020-03-19 00:00:00,2020-03-23 00:00:00,2020-03-24 00:00:00,2020-04-07,22743414.93,26154927.17,INR,1,VANGUARD POWER SERVICES,ENT-SUP-FBE5090586,VANGUARD POWER SERVICES,"KARNATAKA, India",AWARDED,4.0,2,0,OPEN_TENDER,KARNATAKA RURAL INFRASTRUCTURE,KARNATAKA,https://kppp.karnataka.gov.in/
KAR-KA-2021-01015,REF-KAR-KA-2021-01015,KARNATAKA PUBLIC WORKS PORTS INLAND WATER,KARNATAKA State Government,KARNATAKA,Central District,"KARNATAKA, India",Information Technology & Software,Procurement of information technology & software for KARNATAKA PUBLIC WORKS PORTS INLAND WATER,Official public tender for supply of information technology & software under standard KARNATAKA state procurement guidelines.,2021-01-12 00:00:00,2021-01-18 00:00:00,2021-01-19 00:00:00,2021-02-02,22584317.03,23036003.37,INR,2,SHREE BALAJI ENTERPRISE,ENT-SUP-CA68E614E4,SHREE BALAJI ENTERPRISE,"KARNATAKA, India",AWARDED,6.0,1,0,OPEN_TENDER,KARNATAKA PUBLIC WORKS PORTS INLAND WATER,KARNATAKA,https://kppp.karnataka.gov.in/
KAR-KA-2021-01016,REF-KAR-KA-2021-01016,HEALTH FAMILY WELFARE KARNATAKA,KARNATAKA State Government,KARNATAKA,Central District,"KARNATAKA, India",Consultancy & Facility Management,Procurement of consultancy & facility management for HEALTH FAMILY WELFARE KARNATAKA,Official public tender for supply of consultancy & facility management under standard KARNATAKA state procurement guidelines.,2019-07-20 00:00:00,2019-08-19 00:00:00,2019-08-20 00:00:00,2019-09-03,23112679.09,23574932.67,INR,3,VANGUARD POWER SERVICES,ENT-SUP-FBE5090586,VANGUARD POWER SERVICES,"KARNATAKA, India",AWARDED,30.0,1,0,OPEN_TENDER,HEALTH FAMILY WELFARE KARNATAKA,KARNATAKA,https://kppp.karnataka.gov.in/
KAR-KA-2021-01017,REF-KAR-KA-2021-01017,BANGALORE METRO RAIL CORP,KARNATAKA State Government,KARNATAKA,Central District,"KARNATAKA, India",Civil Works & Infrastructure,Procurement of civil works & infrastructure for BANGALORE METRO RAIL CORP,Official public tender for supply of civil works & infrastructure under standard KARNATAKA state procurement guidelines.,2019-12-09 00:00:00,2020-01-08 00:00:00,2020-01-09 00:00:00,2020-01-23,15006629.72,15306762.31,INR,1,KNR CONSTRUCTION,ENT-SUP-6A86A67807,KNR CONSTRUCTION,"KARNATAKA, India",AWARDED,30.0,0,0,OPEN_TENDER,BANGALORE METRO RAIL CORP,KARNATAKA,https://kppp.karnataka.gov.in/
KAR-KA-2021-01018,REF-KAR-KA-2021-01018,HEALTH FAMILY WELFARE KARNATAKA,KARNATAKA State Government,KARNATAKA,Central District,"KARNATAKA, India",Information Technology & Software,Procurement of information technology & software for HEALTH FAMILY WELFARE KARNATAKA,Official public tender for supply of information technology & software under standard KARNATAKA state procurement guidelines.,2019-06-12 00:00:00,2019-06-18 00:00:00,2019-06-19 00:00:00,2019-07-03,4901089.69,5636253.15,INR,3,DILIP BUILDCON LIMITED,ENT-SUP-55226FC7C8,DILIP BUILDCON LIMITED,"KARNATAKA, India",AWARDED,6.0,0,0,OPEN_TENDER,HEALTH FAMILY WELFARE KARNATAKA,KARNATAKA,https://kppp.karnataka.gov.in/
KAR-KA-2021-01019,REF-KAR-KA-2021-01019,KARNATAKA PUBLIC WORKS PORTS INLAND WATER,KARNATAKA State Government,KARNATAKA,Central District,"KARNATAKA, India",Electrical & Mechanical,Procurement of electrical & mechanical for KARNATAKA PUBLIC WORKS PORTS INLAND WATER,Official public tender for supply of electrical & mechanical under standard KARNATAKA state procurement guidelines.,2019-06-18 00:00:00,2019-07-18 00:00:00,2019-07-19 00:00:00,2019-08-02,346013511.43,328712835.86,INR,4,ZENITH INFRASTRUCTURE PROJECTS,ENT-SUP-4F350A4CA1,ZENITH INFRASTRUCTURE PROJECTS,"KARNATAKA, India",AWARDED,30.0,0,0,OPEN_TENDER,KARNATAKA PUBLIC WORKS PORTS INLAND WATER,KARNATAKA,https://kppp.karnataka.gov.in/
KAR-KA-2021-01020,REF-KAR-KA-2021-01020,KARNATAKA PUBLIC WORKS PORTS INLAND WATER,KARNATAKA State Government,KARNATAKA,Central District,"KARNATAKA, India",Civil Works & Infrastructure,Procurement of civil works & infrastructure for KARNATAKA PUBLIC WORKS PORTS INLAND WATER,Official public tender for supply of civil works & infrastructure under standard KARNATAKA state procurement guidelines.,2019-03-27 00:00:00,2019-04-17 00:00:00,2019-04-18 00:00:00,2019-05-02,4986541.67,5734522.92,INR,2,SHREE BALAJI ENTERPRISE,ENT-SUP-CA68E614E4,SHREE BALAJI ENTERPRISE,"KARNATAKA, India",AWARDED,21.0,0,0,OPEN_TENDER,KARNATAKA PUBLIC WORKS PORTS INLAND WATER,KARNATAKA,https://kppp.karnataka.gov.in/
KAR-KA-2021-01021,REF-KAR-KA-2021-01021,BRUHAT BENGALURU MAHANAGARA PALIKE BBMP,KARNATAKA State Government,KARNATAKA,Central District,"KARNATAKA, India",Electrical & Mechanical,Procurement of electrical & mechanical for BRUHAT BENGALURU MAHANAGARA PALIKE BBMP,Official public tender for supply of electrical & mechanical under standard KARNATAKA state procurement guidelines.,2021-07-15 00:00:00,2021-08-14 00:00:00,2021-08-15 00:00:00,2021-08-29,24558797.4,23330857.53,INR,2,TATA PROJECTS LIMITED,ENT-SUP-861D6E7011,TATA PROJECTS LIMITED,"KARNATAKA, India",AWARDED,30.0,0,0,OPEN_TENDER,BRUHAT BENGALURU MAHANAGARA PALIKE BBMP,KARNATAKA,https://kppp.karnataka.gov.in/
KAR-KA-2021-01022,REF-KAR-KA-2021-01022,KARNATAKA RURAL INFRASTRUCTURE,KARNATAKA State Government,KARNATAKA,Central District,"KARNATAKA, India",Information Technology & Software,Procurement of information technology & software for KARNATAKA RURAL INFRASTRUCTURE,Official public tender for supply of information technology & software under standard KARNATAKA state procurement guidelines.,2019-02-10 00:00:00,2019-02-24 00:00:00,2019-02-25 00:00:00,2019-03-11,24397786.38,26349609.29,INR,2,DILIP BUILDCON LIMITED,ENT-SUP-55226FC7C8,DILIP BUILDCON LIMITED,"KARNATAKA, India",AWARDED,14.0,0,0,OPEN_TENDER,KARNATAKA RURAL INFRASTRUCTURE,KARNATAKA,https://kppp.karnataka.gov.in/
KAR-KA-2021-01023,REF-KAR-KA-2021-01023,KARNATAKA PUBLIC WORKS PORTS INLAND WATER,KARNATAKA State Government,KARNATAKA,Central District,"KARNATAKA, India",Electrical & Mechanical,Procurement of electrical & mechanical for KARNATAKA PUBLIC WORKS PORTS INLAND WATER,Official public tender for supply of electrical & mechanical under standard KARNATAKA state procurement guidelines.,2019-11-10 00:00:00,2019-11-14 00:00:00,2019-11-15 00:00:00,2019-11-29,808661.57,929960.8,INR,2,NCC LIMITED INFRASTRUCTURE,ENT-SUP-0DFD916C8B,NCC LIMITED INFRASTRUCTURE,"KARNATAKA, India",AWARDED,4.0,0,0,OPEN_TENDER,KARNATAKA PUBLIC WORKS PORTS INLAND WATER,KARNATAKA,https://kppp.karnataka.gov.in/
KAR-KA-2021-01024,REF-KAR-KA-2021-01024,BRUHAT BENGALURU MAHANAGARA PALIKE BBMP,KARNATAKA State Government,KARNATAKA,Central District,"KARNATAKA, India",Electrical & Mechanical,Procurement of electrical & mechanical for BRUHAT BENGALURU MAHANAGARA PALIKE BBMP,Official public tender for supply of electrical & mechanical under standard KARNATAKA state procurement guidelines.,2020-07-18 00:00:00,2020-08-17 00:00:00,2020-08-18 00:00:00,2020-09-01,6515336.44,6645643.17,INR,5,AFCONS INFRASTRUCTURE LIMITED,ENT-SUP-AC3B9A87E5,AFCONS INFRASTRUCTURE LIMITED,"KARNATAKA, India",AWARDED,30.0,0,0,OPEN_TENDER,BRUHAT BENGALURU MAHANAGARA PALIKE BBMP,KARNATAKA,https://kppp.karnataka.gov.in/
KAR-KA-2021-01025,REF-KAR-KA-2021-01025,HEALTH FAMILY WELFARE KARNATAKA,KARNATAKA State Government,KARNATAKA,Central District,"KARNATAKA, India",Electrical & Mechanical,Procurement of electrical & mechanical for HEALTH FAMILY WELFARE KARNATAKA,Official public tender for supply of electrical & mechanical under standard KARNATAKA state procurement guidelines.,2021-06-28 00:00:00,2021-07-02 00:00:00,2021-07-03 00:00:00,2021-07-17,331117464.97,447008577.7,INR,3,SHREE BALAJI ENTERPRISE,ENT-SUP-CA68E614E4,SHREE BALAJI ENTERPRISE,"KARNATAKA, India",AWARDED,4.0,1,0,OPEN_TENDER,HEALTH FAMILY WELFARE KARNATAKA,KARNATAKA,https://kppp.karnataka.gov.in/
KAR-KA-2021-01026,REF-KAR-KA-2021-01026,BRUHAT BENGALURU MAHANAGARA PALIKE BBMP,KARNATAKA State Government,KARNATAKA,Central District,"KARNATAKA, India",Electrical & Mechanical,Procurement of electrical & mechanical for BRUHAT BENGALURU MAHANAGARA PALIKE BBMP,Official public tender for supply of electrical & mechanical under standard KARNATAKA state procurement guidelines.,2020-05-07 00:00:00,2020-06-06 00:00:00,2020-06-07 00:00:00,2020-06-21,23249571.28,20459622.73,INR,3,VANGUARD POWER SERVICES,ENT-SUP-FBE5090586,VANGUARD POWER SERVICES,"KARNATAKA, India",AWARDED,30.0,0,0,OPEN_TENDER,BRUHAT BENGALURU MAHANAGARA PALIKE BBMP,KARNATAKA,https://kppp.karnataka.gov.in/
KAR-KA-2021-01027,REF-KAR-KA-2021-01027,KARNATAKA PUBLIC WORKS PORTS INLAND WATER,KARNATAKA State Government,KARNATAKA,Central District,"KARNATAKA, India",Medical Equipment & Consumables,Procurement of medical equipment & consumables for KARNATAKA PUBLIC WORKS PORTS INLAND WATER,Official public tender for supply of medical equipment & consumables under standard KARNATAKA state procurement guidelines.,2021-05-01 00:00:00,2021-05-22 00:00:00,2021-05-23 00:00:00,2021-06-06,18125179.13,15950157.64,INR,1,LARSEN AND TOUBRO CONSTRUCTION,ENT-SUP-6C6BEB7D6E,LARSEN AND TOUBRO CONSTRUCTION,"KARNATAKA, India",AWARDED,21.0,1,0,OPEN_TENDER,KARNATAKA PUBLIC WORKS PORTS INLAND WATER,KARNATAKA,https://kppp.karnataka.gov.in/
KAR-KA-2021-01028,REF-KAR-KA-2021-01028,KARNATAKA RURAL INFRASTRUCTURE,KARNATAKA State Government,KARNATAKA,Central District,"KARNATAKA, India",Medical Equipment & Consumables,Procurement of medical equipment & consumables for KARNATAKA RURAL INFRASTRUCTURE,Official public tender for supply of medical equipment & consumables under standard KARNATAKA state procurement guidelines.,2021-07-08 00:00:00,2021-07-29 00:00:00,2021-07-30 00:00:00,2021-08-13,7692654.73,8846552.94,INR,5,SHARMA ENGINEERING WORKS,ENT-SUP-9473B0CC3C,SHARMA ENGINEERING WORKS,"KARNATAKA, India",AWARDED,21.0,0,0,OPEN_TENDER,KARNATAKA RURAL INFRASTRUCTURE,KARNATAKA,https://kppp.karnataka.gov.in/
KAR-KA-2021-01029,REF-KAR-KA-2021-01029,KARNATAKA RURAL INFRASTRUCTURE,KARNATAKA State Government,KARNATAKA,Central District,"KARNATAKA, India",Consultancy & Facility Management,Procurement of consultancy & facility management for KARNATAKA RURAL INFRASTRUCTURE,Official public tender for supply of consultancy & facility management under standard KARNATAKA state procurement guidelines.,2020-12-29 00:00:00,2021-01-02 00:00:00,2021-01-03 00:00:00,2021-01-17,1104488.17,1049263.76,INR,1,DILIP BUILDCON LIMITED,ENT-SUP-55226FC7C8,DILIP BUILDCON LIMITED,"KARNATAKA, India",AWARDED,4.0,2,0,OPEN_TENDER,KARNATAKA RURAL INFRASTRUCTURE,KARNATAKA,https://kppp.karnataka.gov.in/
KAR-KA-2021-01030,REF-KAR-KA-2021-01030,KARNATAKA RURAL INFRASTRUCTURE,KARNATAKA State Government,KARNATAKA,Central District,"KARNATAKA, India",Information Technology & Software,Procurement of information technology & software for KARNATAKA RURAL INFRASTRUCTURE,Official public tender for supply of information technology & software under standard KARNATAKA state procurement guidelines.,2019-11-18 00:00:00,2019-12-02 00:00:00,2019-12-03 00:00:00,2019-12-17,131605530.23,177667465.82,INR,2,DILIP BUILDCON LIMITED,ENT-SUP-55226FC7C8,DILIP BUILDCON LIMITED,"KARNATAKA, India",AWARDED,14.0,2,0,OPEN_TENDER,KARNATAKA RURAL INFRASTRUCTURE,KARNATAKA,https://kppp.karnataka.gov.in/
KAR-KA-2021-01031,REF-KAR-KA-2021-01031,KARNATAKA PUBLIC WORKS PORTS INLAND WATER,KARNATAKA State Government,KARNATAKA,Central District,"KARNATAKA, India",Information Technology & Software,Procurement of information technology & software for KARNATAKA PUBLIC WORKS PORTS INLAND WATER,Official public tender for supply of information technology & software under standard KARNATAKA state procurement guidelines.,2020-12-24 00:00:00,2021-01-07 00:00:00,2021-01-08 00:00:00,2021-01-22,178143985.38,204865583.19,INR,2,SHREE BALAJI ENTERPRISE,ENT-SUP-CA68E614E4,SHREE BALAJI ENTERPRISE,"KARNATAKA, India",AWARDED,14.0,0,0,OPEN_TENDER,KARNATAKA PUBLIC WORKS PORTS INLAND WATER,KARNATAKA,https://kppp.karnataka.gov.in/
KAR-KA-2021-01032,REF-KAR-KA-2021-01032,BANGALORE METRO RAIL CORP,KARNATAKA State Government,KARNATAKA,Central District,"KARNATAKA, India",Medical Equipment & Consumables,Procurement of medical equipment & consumables for BANGALORE METRO RAIL CORP,Official public tender for supply of medical equipment & consumables under standard KARNATAKA state procurement guidelines.,2021-07-19 00:00:00,2021-08-09 00:00:00,2021-08-10 00:00:00,2021-08-24,13219624.54,11633269.59,INR,2,ZENITH INFRASTRUCTURE PROJECTS,ENT-SUP-4F350A4CA1,ZENITH INFRASTRUCTURE PROJECTS,"KARNATAKA, India",AWARDED,21.0,0,0,OPEN_TENDER,BANGALORE METRO RAIL CORP,KARNATAKA,https://kppp.karnataka.gov.in/
KAR-KA-2021-01033,REF-KAR-KA-2021-01033,HEALTH FAMILY WELFARE KARNATAKA,KARNATAKA State Government,KARNATAKA,Central District,"KARNATAKA, India",Information Technology & Software,Procurement of information technology & software for HEALTH FAMILY WELFARE KARNATAKA,Official public tender for supply of information technology & software under standard KARNATAKA state procurement guidelines.,2020-02-24 00:00:00,2020-02-28 00:00:00,2020-02-29 00:00:00,2020-03-14,196907874.66,187062480.93,INR,3,KNR CONSTRUCTION,ENT-SUP-6A86A67807,KNR CONSTRUCTION,"KARNATAKA, India",AWARDED,4.0,0,0,OPEN_TENDER,HEALTH FAMILY WELFARE KARNATAKA,KARNATAKA,https://kppp.karnataka.gov.in/
KAR-KA-2021-01034,REF-KAR-KA-2021-01034,BRUHAT BENGALURU MAHANAGARA PALIKE BBMP,KARNATAKA State Government,KARNATAKA,Central District,"KARNATAKA, India",Civil Works & Infrastructure,Procurement of civil works & infrastructure for BRUHAT BENGALURU MAHANAGARA PALIKE BBMP,Official public tender for supply of civil works & infrastructure under standard KARNATAKA state procurement guidelines.,2020-12-27 00:00:00,2021-01-02 00:00:00,2021-01-03 00:00:00,2021-01-17,82185252.85,94513040.78,INR,3,NCC LIMITED INFRASTRUCTURE,ENT-SUP-0DFD916C8B,NCC LIMITED INFRASTRUCTURE,"KARNATAKA, India",AWARDED,6.0,2,0,OPEN_TENDER,BRUHAT BENGALURU MAHANAGARA PALIKE BBMP,KARNATAKA,https://kppp.karnataka.gov.in/
KAR-KA-2021-01035,REF-KAR-KA-2021-01035,BRUHAT BENGALURU MAHANAGARA PALIKE BBMP,KARNATAKA State Government,KARNATAKA,Central District,"KARNATAKA, India",Civil Works & Infrastructure,Procurement of civil works & infrastructure for BRUHAT BENGALURU MAHANAGARA PALIKE BBMP,Official public tender for supply of civil works & infrastructure under standard KARNATAKA state procurement guidelines.,2021-09-07 00:00:00,2021-10-07 00:00:00,2021-10-08 00:00:00,2021-10-22,4965024.51,4369221.57,INR,1,AHLUWALIA CONTRACTS INDIA LIMITED,ENT-SUP-28AFE50D95,AHLUWALIA CONTRACTS INDIA LIMITED,"KARNATAKA, India",AWARDED,30.0,0,0,OPEN_TENDER,BRUHAT BENGALURU MAHANAGARA PALIKE BBMP,KARNATAKA,https://kppp.karnataka.gov.in/
KAR-KA-2021-01036,REF-KAR-KA-2021-01036,KARNATAKA PUBLIC WORKS PORTS INLAND WATER,KARNATAKA State Government,KARNATAKA,Central District,"KARNATAKA, India",Information Technology & Software,Procurement of information technology & software for KARNATAKA PUBLIC WORKS PORTS INLAND WATER,Official public tender for supply of information technology & software under standard KARNATAKA state procurement guidelines.,2021-06-20 00:00:00,2021-06-26 00:00:00,2021-06-27 00:00:00,2021-07-11,6019874.29,6922855.44,INR,5,DILIP BUILDCON LIMITED,ENT-SUP-55226FC7C8,DILIP BUILDCON LIMITED,"KARNATAKA, India",AWARDED,6.0,0,0,OPEN_TENDER,KARNATAKA PUBLIC WORKS PORTS INLAND WATER,KARNATAKA,https://kppp.karnataka.gov.in/
