tender_id,tender_reference,department,organization,state,district,location,procurement_category,tender_title,description,published_date,submission_deadline,opening_date,contract_date,estimated_value,award_value,currency,number_of_bidders,winning_supplier,supplier_id,supplier_name,supplier_address,tender_status,contract_duration,extension_count,extension_days,procurement_method,buyer,source_dataset,source_url
UTT-UT-2021-01011,REF-UTT-UT-2021-01011,UP STATE HIGHWAY AUTHORITY,UTTAR PRADESH State Government,UTTAR PRADESH,Central District,"UTTAR PRADESH, India",Medical Equipment & Consumables,Procurement of medical equipment & consumables for UP STATE HIGHWAY AUTHORITY,Official public tender for supply of medical equipment & consumables under standard UTTAR PRADESH state procurement guidelines.,2020-02-29 00:00:00,2020-03-30 00:00:00,2020-03-31 00:00:00,2020-04-14,4901587.06,5636825.12,INR,4,AFCONS INFRASTRUCTURE LIMITED,ENT-SUP-AC3B9A87E5,AFCONS INFRASTRUCTURE LIMITED,"UTTAR PRADESH, India",AWARDED,30.0,1,0,OPEN_TENDER,UP STATE HIGHWAY AUTHORITY,UTTAR_PRADESH,https://etender.up.nic.in/
UTT-UT-2021-01012,REF-UTT-UT-2021-01012,MEDICAL HEALTH FAMILY WELFARE LUCKNOW,UTTAR PRADESH State Government,UTTAR PRADESH,Central District,"UTTAR PRADESH, India",Medical Equipment & Consumables,Procurement of medical equipment & consumables for MEDICAL HEALTH FAMILY WELFARE LUCKNOW,Official public tender for supply of medical equipment & consumables under standard UTTAR PRADESH state procurement guidelines.,2019-08-16 00:00:00,2019-09-15 00:00:00,2019-09-16 00:00:00,2019-09-30,4715091.86,4479337.27,INR,1,GUPTA AND SONS CONTRACTOR,ENT-SUP-7A3AE215B9,GUPTA AND SONS CONTRACTOR,"UTTAR PRADESH, India",AWARDED,30.0,1,0,OPEN_TENDER,MEDICAL HEALTH FAMILY WELFARE LUCKNOW,UTTAR_PRADESH,https://etender.up.nic.in/
UTT-UT-2021-01013,REF-UTT-UT-2021-01013,MEDICAL HEALTH FAMILY WELFARE LUCKNOW,UTTAR PRADESH State Government,UTTAR PRADESH,Central District,"UTTAR PRADESH, India",Electrical & Mechanical,Procurement of electrical & mechanical for MEDICAL HEALTH FAMILY WELFARE LUCKNOW,Official public tender for supply of electrical & mechanical under standard UTTAR PRADESH state procurement guidelines.,2020-04-26 00:00:00,2020-05-02 00:00:00,2020-05-03 00:00:00,2020-05-17,1243279.5,1678427.32,INR,2,LARSEN AND TOUBRO CONSTRUCTION,ENT-SUP-6C6BEB7D6E,LARSEN AND TOUBRO CONSTRUCTION,"UTTAR PRADESH, India",AWARDED,6.0,0,0,OPEN_TENDER,MEDICAL HEALTH FAMILY WELFARE LUCKNOW,UTTAR_PRADESH,https://etender.up.nic.in/
UTT-UT-2021-01014,REF-UTT-UT-2021-01014,UTTAR PRADESH JAL NIGAM,UTTAR PRADESH State Government,UTTAR PRADESH,Central District,"UTTAR PRADESH, India",Medical Equipment & Consumables,Procurement of medical equipment & consumables for UTTAR PRADESH JAL NIGAM,Official public tender for supply of medical equipment & consumables under standard UTTAR PRADESH state procurement guidelines.,2020-03-06 00:00:00,2020-03-20 00:00:00,2020-03-21 00:00:00,2020-04-04,71961824.55,63326405.61,INR,3,NCC LIMITED INFRASTRUCTURE,ENT-SUP-0DFD916C8B,NCC LIMITED INFRASTRUCTURE,"UTTAR PRADESH, India",AWARDED,14.0,0,0,OPEN_TENDER,UTTAR PRADESH JAL NIGAM,UTTAR_PRADESH,https://etender.up.nic.in/
UTT-UT-2021-01015,REF-UTT-UT-2021-01015,NOIDA INDUSTRIAL DEVELOPMENT AUTH,UTTAR PRADESH State Government,UTTAR PRADESH,Central District,"UTTAR PRADESH, India",Medical Equipment & Consumables,Procurement of medical equipment & consumables for NOIDA INDUSTRIAL DEVELOPMENT AUTH,Official public tender for supply of medical equipment & consumables under standard UTTAR PRADESH state procurement guidelines.,2021-10-09 00:00:00,2021-11-08 00:00:00,2021-11-09 00:00:00,2021-11-23,305729480.45,412734798.6,INR,2,DILIP BUILDCON LIMITED,ENT-SUP-55226FC7C8,DILIP BUILDCON LIMITED,"UTTAR PRADESH, India",AWARDED,30.0,1,0,OPEN_TENDER,NOIDA INDUSTRIAL DEVELOPMENT AUTH,UTTAR_PRADESH,https://etender.up.nic.in/
UTT-UT-2021-01016,REF-UTT-UT-2021-01016,UTTAR PRADESH JAL NIGAM,UTTAR PRADESH State Government,UTTAR PRADESH,Central District,"UTTAR PRADESH, India",Medical Equipment & Consumables,Procurement of medical equipment & consumables for UTTAR PRADESH JAL NIGAM,Official public tender for supply of medical equipment & consumables under standard UTTAR PRADESH state procurement guidelines.,2020-04-03 00:00:00,2020-04-07 00:00:00,2020-04-08 00:00:00,2020-04-22,4996642.68,4746810.54,INR,2,PNC INFRATECH LIMITED,ENT-SUP-4B3E89D111,PNC INFRATECH LIMITED,"UTTAR PRADESH, India",AWARDED,4.0,0,0,OPEN_TENDER,UTTAR PRADESH JAL NIGAM,UTTAR_PRADESH,https://etender.up.nic.in/
UTT-UT-2021-01017,REF-UTT-UT-2021-01017,NOIDA INDUSTRIAL DEVELOPMENT AUTH,UTTAR PRADESH State Government,UTTAR PRADESH,Central District,"UTTAR PRADESH, India",Electrical & Mechanical,Procurement of electrical & mechanical for NOIDA INDUSTRIAL DEVELOPMENT AUTH,Official public tender for supply of electrical & mechanical under standard UTTAR PRADESH state procurement guidelines.,2021-05-09 00:00:00,2021-05-13 00:00:00,2021-05-14 00:00:00,2021-05-28,4963019.28,6700076.02,INR,3,TATA PROJECTS LIMITED,ENT-SUP-861D6E7011,TATA PROJECTS LIMITED,"UTTAR PRADESH, India",AWARDED,4.0,0,0,OPEN_TENDER,NOIDA INDUSTRIAL DEVELOPMENT AUTH,UTTAR_PRADESH,https://etender.up.nic.in/
UTT-UT-2021-01018,REF-UTT-UT-2021-01018,MEDICAL HEALTH FAMILY WELFARE LUCKNOW,UTTAR PRADESH State Government,UTTAR PRADESH,Central District,"UTTAR PRADESH, India",Electrical & Mechanical,Procurement of electrical & mechanical for MEDICAL HEALTH FAMILY WELFARE LUCKNOW,Official public tender for supply of electrical & mechanical under standard UTTAR PRADESH state procurement guidelines.,2020-06-26 00:00:00,2020-07-17 00:00:00,2020-07-18 00:00:00,2020-08-01,2532669.79,2583323.19,INR,2,BHARAT DIAGNOSTIC SYSTEMS,ENT-SUP-C6B6FCD7BC,BHARAT DIAGNOSTIC SYSTEMS,"UTTAR PRADESH, India",AWARDED,21.0,0,0,OPEN_TENDER,MEDICAL HEALTH FAMILY WELFARE LUCKNOW,UTTAR_PRADESH,https://etender.up.nic.in/
UTT-UT-2021-01019,REF-UTT-UT-2021-01019,UTTAR PRADESH JAL NIGAM,UTTAR PRADESH State Government,UTTAR PRADESH,Central District,"UTTAR PRADESH, India",Civil Works & Infrastructure,Procurement of civil works & infrastructure for UTTAR PRADESH JAL NIGAM,Official public tender for supply of civil works & infrastructure under standard UTTAR PRADESH state procurement guidelines.,2021-07-02 00:00:00,2021-07-08 00:00:00,2021-07-09 00:00:00,2021-07-23,17273669.92,18655563.51,INR,3,TATA PROJECTS LIMITED,ENT-SUP-861D6E7011,TATA PROJECTS LIMITED,"UTTAR PRADESH, India",AWARDED,6.0,1,0,OPEN_TENDER,UTTAR PRADESH JAL NIGAM,UTTAR_PRADESH,https://etender.up.nic.in/
UTT-UT-2021-01020,REF-UTT-UT-2021-01020,MEDICAL HEALTH FAMILY WELFARE LUCKNOW,UTTAR PRADESH State Government,UTTAR PRADESH,Central District,"UTTAR PRADESH, India",Consultancy & Facility Management,Procurement of consultancy & facility management for MEDICAL HEALTH FAMILY WELFARE LUCKNOW,Official public tender for supply of consultancy & facility management under standard UTTAR PRADESH state procurement guidelines.,2020-05-01 00:00:00,2020-05-15 00:00:00,2020-05-16 00:00:00,2020-05-30,3840397.36,3379549.67,INR,2,AFCONS INFRASTRUCTURE LIMITED,ENT-SUP-AC3B9A87E5,AFCONS INFRASTRUCTURE LIMITED,"UTTAR PRADESH, India",AWARDED,14.0,0,0,OPEN_TENDER,MEDICAL HEALTH FAMILY WELFARE LUCKNOW,UTTAR_PRADESH,https://etender.up.nic.in/
UTT-UT-2021-01021,REF-UTT-UT-2021-01021,NOIDA INDUSTRIAL DEVELOPMENT AUTH,UTTAR PRADESH State Government,UTTAR PRADESH,Central District,"UTTAR PRADESH, India",Consultancy & Facility Management,Procurement of consultancy & facility management for NOIDA INDUSTRIAL DEVELOPMENT AUTH,Official public tender for supply of consultancy & facility management under standard UTTAR PRADESH state procurement guidelines.,2021-01-27 00:00:00,2021-02-26 00:00:00,2021-02-27 00:00:00,2021-03-13,321263225.13,305200063.87,INR,4,GUPTA AND SONS CONTRACTOR,ENT-SUP-7A3AE215B9,GUPTA AND SONS CONTRACTOR,"UTTAR PRADESH, India",AWARDED,30.0,0,0,OPEN_TENDER,NOIDA INDUSTRIAL DEVELOPMENT AUTH,UTTAR_PRADESH,https://etender.up.nic.in/
UTT-UT-2021-01022,REF-UTT-UT-2021-01022,UTTAR PRADESH JAL NIGAM,UTTAR PRADESH State Government,UTTAR PRADESH,Central District,"UTTAR PRADESH, India",Information Technology & Software,Procurement of information technology & software for UTTAR PRADESH JAL NIGAM,Official public tender for supply of information technology & software under standard UTTAR PRADESH state procurement guidelines.,2019-08-06 00:00:00,2019-08-10 00:00:00,2019-08-11 00:00:00,2019-08-25,297617559.24,342260193.13,INR,4,KNR CONSTRUCTION,ENT-SUP-6A86A67807,KNR CONSTRUCTION,"UTTAR PRADESH, India",AWARDED,4.0,1,0,OPEN_TENDER,UTTAR PRADESH JAL NIGAM,UTTAR_PRADESH,https://etender.up.nic.in/
UTT-UT-2021-01023,REF-UTT-UT-2021-01023,UTTAR PRADESH PUBLIC WORKS DEPARTMENT,UTTAR PRADESH State Government,UTTAR PRADESH,Central District,"UTTAR PRADESH, India",Civil Works & Infrastructure,Procurement of civil works & infrastructure for UTTAR PRADESH PUBLIC WORKS DEPARTMENT,Official public tender for supply of civil works & infrastructure under standard UTTAR PRADESH state procurement guidelines.,2020-09-06 00:00:00,2020-09-27 00:00:00,2020-09-28 00:00:00,2020-10-12,13420468.91,12749445.46,INR,1,GUPTA AND SONS CONTRACTOR,ENT-SUP-7A3AE215B9,GUPTA AND SONS CONTRACTOR,"UTTAR PRADESH, India",AWARDED,21.0,1,0,OPEN_TENDER,UTTAR PRADESH PUBLIC WORKS DEPARTMENT,UTTAR_PRADESH,https://etender.up.nic.in/
UTT-UT-2021-01024,REF-UTT-UT-2021-01024,NOIDA INDUSTRIAL DEVELOPMENT AUTH,UTTAR PRADESH State Government,UTTAR PRADESH,Central District,"UTTAR PRADESH, India",Civil Works & Infrastructure,Procurement of civil works & infrastructure for NOIDA INDUSTRIAL DEVELOPMENT AUTH,Official public tender for supply of civil works & infrastructure under standard UTTAR PRADESH state procurement guidelines.,2019-09-12 00:00:00,2019-10-12 00:00:00,2019-10-13 00:00:00,2019-10-27,4931081.14,6656959.53,INR,2,BHARAT DIAGNOSTIC SYSTEMS,ENT-SUP-C6B6FCD7BC,BHARAT DIAGNOSTIC SYSTEMS,"UTTAR PRADESH, India",AWARDED,30.0,1,0,OPEN_TENDER,NOIDA INDUSTRIAL DEVELOPMENT AUTH,UTTAR_PRADESH,https://etender.up.nic.in/
UTT-UT-2021-01025,REF-UTT-UT-2021-01025,UP STATE HIGHWAY AUTHORITY,UTTAR PRADESH State Government,UTTAR PRADESH,Central District,"UTTAR PRADESH, India",Electrical & Mechanical,Procurement of electrical & mechanical for UP STATE HIGHWAY AUTHORITY,Official public tender for supply of electrical & mechanical under standard UTTAR PRADESH state procurement guidelines.,2020-12-04 00:00:00,2020-12-25 00:00:00,2020-12-26 00:00:00,2021-01-09,149931983.35,161926542.02,INR,2,AFCONS INFRASTRUCTURE LIMITED,ENT-SUP-AC3B9A87E5,AFCONS INFRASTRUCTURE LIMITED,"UTTAR PRADESH, India",AWARDED,21.0,0,0,OPEN_TENDER,UP STATE HIGHWAY AUTHORITY,UTTAR_PRADESH,https://etender.up.nic.in/
UTT-UT-2021-01026,REF-UTT-UT-2021-01026,MEDICAL HEALTH FAMILY WELFARE LUCKNOW,UTTAR PRADESH State Government,UTTAR PRADESH,Central District,"UTTAR PRADESH, India",Civil Works & Infrastructure,Procurement of civil works & infrastructure for MEDICAL HEALTH FAMILY WELFARE LUCKNOW,Official public tender for supply of civil works & infrastructure under standard UTTAR PRADESH state procurement guidelines.,2019-07-28 00:00:00,2019-08-27 00:00:00,2019-08-28 00:00:00,2019-09-11,4903585.77,5639123.63,INR,3,SHARMA ENGINEERING WORKS,ENT-SUP-9473B0CC3C,SHARMA ENGINEERING WORKS,"UTTAR PRADESH, India",AWARDED,30.0,0,0,OPEN_TENDER,MEDICAL HEALTH FAMILY WELFARE LUCKNOW,UTTAR_PRADESH,https://etender.up.nic.in/
UTT-UT-2021-01027,REF-UTT-UT-2021-01027,MEDICAL HEALTH FAMILY WELFARE LUCKNOW,UTTAR PRADESH State Government,UTTAR PRADESH,Central District,"UTTAR PRADESH, India",Civil Works & Infrastructure,Procurement of civil works & infrastructure for MEDICAL HEALTH FAMILY WELFARE LUCKNOW,Official public tender for supply of civil works & infrastructure under standard UTTAR PRADESH state procurement guidelines.,2019-01-19 00:00:00,2019-02-02 00:00:00,2019-02-03 00:00:00,2019-02-17,3026232.43,2874920.8,INR,2,ZENITH INFRASTRUCTURE PROJECTS,ENT-SUP-4F350A4CA1,ZENITH INFRASTRUCTURE PROJECTS,"UTTAR PRADESH, India",AWARDED,14.0,0,0,OPEN_TENDER,MEDICAL HEALTH FAMILY WELFARE LUCKNOW,UTTAR_PRADESH,https://etender.up.nic.in/
UTT-UT-2021-01028,REF-UTT-UT-2021-01028,UP STATE HIGHWAY AUTHORITY,UTTAR PRADESH State Government,UTTAR PRADESH,Central District,"UTTAR PRADESH, India",Electrical & Mechanical,Procurement of electrical & mechanical for UP STATE HIGHWAY AUTHORITY,Official public tender for supply of electrical & mechanical under standard UTTAR PRADESH state procurement guidelines.,2020-05-01 00:00:00,2020-05-31 00:00:00,2020-06-01 00:00:00,2020-06-15,9298637.93,9484610.69,INR,5,ZENITH INFRASTRUCTURE PROJECTS,ENT-SUP-4F350A4CA1,ZENITH INFRASTRUCTURE PROJECTS,"UTTAR PRADESH, India",AWARDED,30.0,0,0,OPEN_TENDER,UP STATE HIGHWAY AUTHORITY,UTTAR_PRADESH,https://etender.up.nic.in/
UTT-UT-2021-01029,REF-UTT-UT-2021-01029,UP STATE HIGHWAY AUTHORITY,UTTAR PRADESH State Government,UTTAR PRADESH,Central District,"UTTAR PRADESH, India",Electrical & Mechanical,Procurement of electrical & mechanical for UP STATE HIGHWAY AUTHORITY,Official public tender for supply of electrical & mechanical under standard UTTAR PRADESH state procurement guidelines.,2020-04-23 00:00:00,2020-05-14 00:00:00,2020-05-15 00:00:00,2020-05-29,2527337.99,2400971.09,INR,3,BHARAT DIAGNOSTIC SYSTEMS,ENT-SUP-C6B6FCD7BC,BHARAT DIAGNOSTIC SYSTEMS,"UTTAR PRADESH, India",AWARDED,21.0,2,0,OPEN_TENDER,UP STATE HIGHWAY AUTHORITY,UTTAR_PRADESH,https://etender.up.nic.in/
UTT-UT-2021-01030,REF-UTT-UT-2021-01030,UP STATE HIGHWAY AUTHORITY,UTTAR PRADESH State Government,UTTAR PRADESH,Central District,"UTTAR PRADESH, India",Consultancy & Facility Management,Procurement of consultancy & facility management for UP STATE HIGHWAY AUTHORITY,Official public tender for supply of consultancy & facility management under standard UTTAR PRADESH state procurement guidelines.,2021-07-20 00:00:00,2021-07-26 00:00:00,2021-07-27 00:00:00,2021-08-10,254995569.19,242245790.73,INR,2,DILIP BUILDCON LIMITED,ENT-SUP-55226FC7C8,DILIP BUILDCON LIMITED,"UTTAR PRADESH, India",AWARDED,6.0,0,0,OPEN_TENDER,UP STATE HIGHWAY AUTHORITY,UTTAR_PRADESH,https://etender.up.nic.in/
UTT-UT-2021-01031,REF-UTT-UT-2021-01031,UP STATE HIGHWAY AUTHORITY,UTTAR PRADESH State Government,UTTAR PRADESH,Central District,"UTTAR PRADESH, India",Information Technology & Software,Procurement of information technology & software for UP STATE HIGHWAY AUTHORITY,Official public tender for supply of information technology & software under standard UTTAR PRADESH state procurement guidelines.,2021-06-26 00:00:00,2021-06-30 00:00:00,2021-07-01 00:00:00,2021-07-15,4979420.08,5377773.69,INR,4,VANGUARD POWER SERVICES,ENT-SUP-FBE5090586,VANGUARD POWER SERVICES,"UTTAR PRADESH, India",AWARDED,4.0,2,0,OPEN_TENDER,UP STATE HIGHWAY AUTHORITY,UTTAR_PRADESH,https://etender.up.nic.in/
UTT-UT-2021-01032,REF-UTT-UT-2021-01032,NOIDA INDUSTRIAL DEVELOPMENT AUTH,UTTAR PRADESH State Government,UTTAR PRADESH,Central District,"UTTAR PRADESH, India",Information Technology & Software,Procurement of information technology & software for NOIDA INDUSTRIAL DEVELOPMENT AUTH,Official public tender for supply of information technology & software under standard UTTAR PRADESH state procurement guidelines.,2019-10-05 00:00:00,2019-10-11 00:00:00,2019-10-12 00:00:00,2019-10-26,177229181.68,239259395.27,INR,3,NCC LIMITED INFRASTRUCTURE,ENT-SUP-0DFD916C8B,NCC LIMITED INFRASTRUCTURE,"UTTAR PRADESH, India",AWARDED,6.0,1,0,OPEN_TENDER,NOIDA INDUSTRIAL DEVELOPMENT AUTH,UTTAR_PRADESH,https://etender.up.nic.in/
UTT-UT-2021-01033,REF-UTT-UT-2021-01033,UTTAR PRADESH PUBLIC WORKS DEPARTMENT,UTTAR PRADESH State Government,UTTAR PRADESH,Central District,"UTTAR PRADESH, India",Medical Equipment & Consumables,Procurement of medical equipment & consumables for UTTAR PRADESH PUBLIC WORKS DEPARTMENT,Official public tender for supply of medical equipment & consumables under standard UTTAR PRADESH state procurement guidelines.,2019-10-17 00:00:00,2019-10-23 00:00:00,2019-10-24 00:00:00,2019-11-07,15017142.01,20273141.71,INR,5,VANGUARD POWER SERVICES,ENT-SUP-FBE5090586,VANGUARD POWER SERVICES,"UTTAR PRADESH, India",AWARDED,6.0,0,0,OPEN_TENDER,UTTAR PRADESH PUBLIC WORKS DEPARTMENT,UTTAR_PRADESH,https://etender.up.nic.in/
UTT-UT-2021-01034,REF-UTT-UT-2021-01034,UTTAR PRADESH JAL NIGAM,UTTAR PRADESH State Government,UTTAR PRADESH,Central District,"UTTAR PRADESH, India",Consultancy & Facility Management,Procurement of consultancy & facility management for UTTAR PRADESH JAL NIGAM,Official public tender for supply of consultancy & facility management under standard UTTAR PRADESH state procurement guidelines.,2021-01-07 00:00:00,2021-01-11 00:00:00,2021-01-12 00:00:00,2021-01-26,221942237.42,210845125.55,INR,2,NCC LIMITED INFRASTRUCTURE,ENT-SUP-0DFD916C8B,NCC LIMITED INFRASTRUCTURE,"UTTAR PRADESH, India",AWARDED,4.0,0,0,OPEN_TENDER,UTTAR PRADESH JAL NIGAM,UTTAR_PRADESH,https://etender.up.nic.in/
UTT-UT-2021-01035,REF-UTT-UT-2021-01035,MEDICAL HEALTH FAMILY WELFARE LUCKNOW,UTTAR PRADESH State Government,UTTAR PRADESH,Central District,"UTTAR PRADESH, India",Civil Works & Infrastructure,Procurement of civil works & infrastructure for MEDICAL HEALTH FAMILY WELFARE LUCKNOW,Official public tender for supply of civil works & infrastructure under standard UTTAR PRADESH state procurement guidelines.,2019-02-24 00:00:00,2019-02-28 00:00:00,2019-03-01 00:00:00,2019-03-15,4955370.75,5054478.16,INR,1,NCC LIMITED INFRASTRUCTURE,ENT-SUP-0DFD916C8B,NCC LIMITED INFRASTRUCTURE,"UTTAR PRADESH, India",AWARDED,4.0,0,0,OPEN_TENDER,MEDICAL HEALTH FAMILY WELFARE LUCKNOW,UTTAR_PRADESH,https://etender.up.nic.in/
